ID;Тип крыши;Электр-во;Тип топлива;Источник тепла;Источник воды;Воды нет, мин;Мопед;Автомобиль;Число авто;Прочие авто;Велосипед;Повозки;ПК;Число ПК;Стир машина;Кух комбайн;Холодильник;Телевизор;Число телев;Стерео;Телефон;Газонокос;Снегоуборщ;Микроволновка;Посудомоеч;Ежемес доход;Деньги на пищу;Дача;Площадь дачи;Место для пригот пищи;Вытяжка;Готовка вне дома, месяц;Вопрос 10a/ месяц;Вопрос 10a/ 5 лет;Вопрос 10b/ месяц;Вопрос 10b/ 5 лет;Вопрос 10c/ месяц;Вопрос 10c/ 5 лет;Квартира;Др квартира;Холодная дача;Теплая дача;Машина;Гараж;Ферма;Лавка;Другое;Др уточнить;Часть дохода на еду;Вопрос 13;Достаток по срав с друг;Тип жилья;Число комнат;Площадь жилья
54-602-056-01;оцинкованные стальные листы;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;1;1;0;0;0;1;1;1;1;2;1;1;0;0;1;0;25000;18000;1;200;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;иногда;никогда;никогда;1;1;0;0;0;0;1;0;0;;2/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;2;42
54-601-013-01;шифер;1;газ;уголь;перекачиваемая вода;;1;1;1;0;1;0;1;1;1;1;1;1;2;1;1;0;0;1;1;25000;20000;1;700;внутри дома;окно, дымоход, частично открытая зона;1;никогда;никогда;никогда;часто;никогда;никогда;1;0;0;0;1;1;0;0;0;;2/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;низкий;квартира;3;56
54-701-028-01;шифер;1;газ;уголь;скважина района;;0;1;3;0;1;0;1;10;1;1;1;1;3;1;1;0;1;1;0;50000;20000;1;1000;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;0;0;0;1;1;1;1;0;0;;1/2 (половина);Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;собственный дом;4;54
54-602-035-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-601-016-01;черепица;1;каменный уголь;уголь;скважина домохозяйства;;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;0;1;0;13000;3000;1;2200;внутри дома;окно, дымоход;3;никогда;никогда;никогда;никогда;никогда;никогда;0;0;0;1;0;1;1;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;собственный дом;2;28
54-601-017-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-602-036-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;1;0;1;2;1;1;1;1;5;1;1;0;0;1;0;20000;10000;1;400;внутри дома;окно, вытяжка;3;никогда;никогда;никогда;никогда;никогда;никогда;1;0;1;0;1;1;0;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;2;39
54-602-034-01;оцинкованные стальные листы;1;электричество;уголь;вода в бутылках / таре;5 - 30 минут;0;1;1;0;1;0;1;1;1;1;1;1;3;1;1;1;1;1;0;50000;40000;1;1500;внутри дома;окно, дымоход, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;1;0;0;;2/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;собственный дом;3;68
54-602-037-01;шифер;1;газ;уголь;перекачиваемая вода;;0;1;2;0;0;0;0;0;1;0;1;1;4;0;1;0;0;0;0;25000;5000;1;1500;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;0;0;0;1;1;1;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;3;56
54-602-041-01;шифер;1;газ;уголь;перекачиваемая вода;;1;1;1;1;1;0;1;1;1;1;1;1;2;1;1;1;0;1;0;30000;10000;1;1500;внутри дома;окно, дымоход, вытяжка;1;никогда;никогда;никогда;никогда;никогда;редко;1;1;1;0;1;0;1;0;0;;1/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;низкий;собственный дом;3;40
54-602-042-01;оцинкованные стальные листы;1;газ;центральное отопление;скважина района;меньше 5 минут;1;0;0;0;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0;20000;5000;1;600;внутри дома;окно;1;никогда;никогда;редко;редко;никогда;никогда;1;0;0;0;0;1;1;0;0;;1/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;низкий;квартира;2;46
54-602-044-01;шифер;1;каменный уголь;уголь;перекачиваемая вода;;0;0;0;0;1;0;0;0;1;1;1;1;2;0;1;0;0;1;0;30000;3000;1;2500;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;0;0;0;0;0;0;1;0;0;;1/10 или менее;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;низкий;собственный дом;4;76
54-602-047-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;1;0;1;1;1;1;1;1;2;0;1;1;0;1;0;20000;10000;1;1000;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;1;0;1;1;0;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;2;34
54-601-009-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-601-010-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-601-011-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-601-015-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-601-050-01;шифер;1;газ;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;1;1;0;1;1;2;0;1;1;0;1;0;24000;12000;1;800;внутри дома;окно, вытяжка;1;иногда;иногда;никогда;никогда;никогда;никогда;1;1;0;0;1;1;1;0;0;;1/2 (половина);Мы можем приобретать все самое необходимое, но не можем покупать дорогие товары длительного пользования;низкий;собственный дом;3;40
54-601-019-01;прочие;1;электричество;центральное отопление;скважина домохозяйства;;0;1;2;1;1;0;1;1;1;1;1;1;5;1;1;1;0;1;0;30000;25000;1;1000;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;0;0;0;;почти все;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;6;98
